datetime,so2,co,no,no2,pm10,nox,o3,veloc.,direc.,pm2.5
2019-11-23 14:00:00,4.0,0.1,1.0,10.0,4.0,12.0,77.0,1.9,280.0,3.0
2019-11-23 15:00:00,4.0,0.1,1.0,7.0,3.0,9.0,85.0,2.2,296.0,2.0
2019-11-23 16:00:00,5.0,0.1,1.0,8.0,3.0,10.0,83.0,1.4,290.0,2.0
2019-11-23 17:00:00,5.0,0.1,1.0,11.0,3.0,13.0,79.0,1.6,294.0,2.0
2019-11-23 18:00:00,5.0,0.1,1.0,16.0,2.0,18.0,69.0,0.9,278.0,2.0
2019-11-23 19:00:00,4.0,0.1,1.0,17.0,2.0,19.0,63.0,0.5,235.0,2.0
2019-11-23 20:00:00,4.0,0.1,1.0,24.0,4.0,27.0,51.0,1.0,239.0,4.0
2019-11-23 21:00:00,5.0,0.1,1.0,28.0,5.0,30.0,48.0,0.7,251.0,4.0
2019-11-23 22:00:00,6.0,0.1,1.0,15.0,4.0,17.0,60.0,0.7,301.0,3.0
2019-11-23 23:00:00,6.0,0.1,1.0,7.0,3.0,9.0,66.0,0.8,259.0,3.0
2019-11-24 00:00:00,4.0,0.1,1.0,4.0,3.0,7.0,64.0,1.1,256.0,2.0
2019-11-24 01:00:00,4.0,0.1,1.0,3.0,2.0,5.0,65.0,1.3,250.0,2.0
2019-11-24 02:00:00,5.0,0.1,1.0,2.0,2.0,4.0,65.0,1.1,274.0,2.0
2019-11-24 03:00:00,4.0,0.1,1.0,1.0,2.0,3.0,65.0,1.2,244.0,2.0
2019-11-24 04:00:00,5.0,0.1,1.0,1.0,2.0,3.0,63.0,1.3,241.0,2.0
2019-11-24 05:00:00,6.0,0.1,1.0,1.0,2.0,2.0,62.0,0.9,240.0,2.0
2019-11-24 06:00:00,6.0,0.1,1.0,1.0,2.0,2.0,58.0,0.7,263.0,2.0
2019-11-24 07:00:00,6.0,0.1,1.0,2.0,3.0,4.0,55.0,0.7,272.0,2.0
2019-11-24 08:00:00,6.0,0.1,1.0,3.0,2.0,5.0,52.0,0.9,236.0,2.0
2019-11-24 09:00:00,6.0,0.1,1.0,4.0,3.0,6.0,51.0,1.0,229.0,2.0
2019-11-24 10:00:00,5.0,0.1,1.0,5.0,3.0,7.0,53.0,1.0,242.0,2.0
2019-11-24 11:00:00,4.0,0.1,1.0,5.0,3.0,7.0,58.0,1.5,235.0,2.0
2019-11-24 12:00:00,3.0,0.1,1.0,7.0,3.0,9.0,64.0,1.1,281.0,2.0
2019-11-24 13:00:00,3.0,0.1,1.0,7.0,3.0,9.0,67.0,1.8,289.0,2.0
2019-11-24 14:00:00,3.0,0.1,1.0,7.0,3.0,9.0,67.0,1.0,302.0,2.0
2019-11-24 15:00:00,3.0,0.1,1.0,5.0,3.0,7.0,67.0,1.0,284.0,2.0
2019-11-24 16:00:00,3.0,0.1,1.0,8.0,3.0,10.0,61.0,0.7,265.0,2.0
2019-11-24 17:00:00,3.0,0.1,1.0,18.0,4.0,21.0,45.0,0.6,230.0,3.0
2019-11-24 18:00:00,3.0,0.1,1.0,30.0,5.0,32.0,31.0,0.7,244.0,4.0
2019-11-24 19:00:00,3.0,0.1,1.0,20.0,4.0,22.0,53.0,0.9,236.0,3.0
2019-11-24 20:00:00,3.0,0.1,1.0,16.0,4.0,18.0,59.0,1.1,251.0,4.0
2019-11-24 21:00:00,3.0,0.1,1.0,15.0,5.0,17.0,56.0,0.6,277.0,5.0
2019-11-24 22:00:00,3.0,0.1,1.0,12.0,5.0,14.0,56.0,0.5,271.0,5.0
2019-11-24 23:00:00,3.0,0.1,1.0,11.0,6.0,13.0,55.0,0.7,224.0,5.0
2019-11-25 00:00:00,4.0,0.1,1.0,7.0,5.0,9.0,61.0,0.9,217.0,4.0
2019-11-25 01:00:00,4.0,0.1,1.0,2.0,4.0,4.0,68.0,0.7,247.0,4.0
2019-11-25 02:00:00,3.0,0.1,1.0,1.0,4.0,3.0,68.0,1.0,238.0,4.0
2019-11-25 03:00:00,3.0,0.1,1.0,1.0,4.0,2.0,65.0,1.0,237.0,4.0
2019-11-25 04:00:00,4.0,0.1,1.0,2.0,4.0,4.0,59.0,0.8,225.0,3.0
2019-11-25 05:00:00,3.0,0.1,1.0,4.0,3.0,5.0,60.0,0.8,239.0,3.0
2019-11-25 06:00:00,3.0,0.1,1.0,8.0,5.0,10.0,56.0,1.0,209.0,4.0
2019-11-25 07:00:00,3.0,0.1,1.0,14.0,4.0,16.0,50.0,1.5,250.0,3.0
2019-11-25 08:00:00,3.0,0.1,1.0,24.0,7.0,26.0,36.0,2.7,249.0,6.0
2019-11-25 09:00:00,3.0,0.1,2.0,21.0,10.0,24.0,41.0,1.9,242.0,8.0
2019-11-25 10:00:00,3.0,0.1,2.0,16.0,8.0,19.0,46.0,1.9,239.0,7.0
2019-11-25 11:00:00,3.0,0.1,1.0,11.0,5.0,13.0,52.0,2.3,251.0,4.0
2019-11-25 12:00:00,3.0,0.1,1.0,9.0,5.0,12.0,54.0,2.0,246.0,3.0
2019-11-25 13:00:00,4.0,0.1,1.0,12.0,6.0,14.0,55.0,1.5,248.0,3.0
2019-11-25 14:00:00,3.0,0.1,1.0,11.0,5.0,13.0,61.0,1.4,248.0,3.0
2019-11-25 15:00:00,3.0,0.1,1.0,11.0,4.0,13.0,60.0,1.5,250.0,3.0
2019-11-25 16:00:00,3.0,0.1,1.0,16.0,4.0,18.0,58.0,1.1,268.0,3.0
2019-11-25 17:00:00,3.0,0.1,1.0,23.0,5.0,26.0,38.0,0.8,251.0,4.0
2019-11-25 18:00:00,4.0,0.1,1.0,33.0,8.0,35.0,23.0,0.5,242.0,6.0
2019-11-25 19:00:00,4.0,0.1,2.0,37.0,8.0,41.0,13.0,0.5,269.0,7.0
2019-11-25 20:00:00,4.0,0.1,3.0,42.0,6.0,47.0,9.0,0.3,271.0,5.0
2019-11-25 21:00:00,4.0,0.1,3.0,42.0,6.0,47.0,8.0,0.4,236.0,5.0
2019-11-25 22:00:00,4.0,0.1,1.0,35.0,6.0,37.0,17.0,0.4,240.0,5.0
2019-11-25 23:00:00,3.0,0.1,1.0,34.0,6.0,36.0,17.0,0.2,241.0,5.0
2019-11-26 00:00:00,3.0,0.1,1.0,25.0,5.0,27.0,27.0,0.3,269.0,4.0
2019-11-26 01:00:00,3.0,0.1,1.0,13.0,4.0,15.0,40.0,0.2,61.0,3.0
2019-11-26 02:00:00,3.0,0.1,1.0,12.0,4.0,14.0,42.0,0.1,57.0,4.0
2019-11-26 03:00:00,3.0,0.1,1.0,11.0,5.0,13.0,48.0,0.2,219.0,4.0
2019-11-26 04:00:00,3.0,0.1,1.0,6.0,3.0,8.0,52.0,0.9,222.0,3.0
2019-11-26 05:00:00,3.0,0.1,1.0,10.0,5.0,12.0,39.0,2.0,236.0,5.0
2019-11-26 06:00:00,3.0,0.1,1.0,17.0,6.0,19.0,31.0,0.4,243.0,6.0
2019-11-26 07:00:00,3.0,0.1,2.0,37.0,9.0,41.0,15.0,0.6,231.0,7.0
2019-11-26 08:00:00,3.0,0.1,21.0,55.0,13.0,88.0,6.0,0.6,235.0,10.0
2019-11-26 09:00:00,5.0,0.1,41.0,56.0,16.0,118.0,8.0,0.9,229.0,11.0
2019-11-26 10:00:00,4.0,0.1,10.0,36.0,10.0,51.0,31.0,0.3,263.0,8.0
2019-11-26 11:00:00,3.0,0.1,3.0,19.0,7.0,23.0,54.0,0.6,275.0,5.0
2019-11-26 12:00:00,3.0,0.1,1.0,16.0,7.0,18.0,59.0,1.1,276.0,5.0
2019-11-26 13:00:00,3.0,0.1,1.0,15.0,7.0,17.0,61.0,1.3,239.0,5.0
2019-11-26 14:00:00,3.0,0.1,1.0,13.0,7.0,15.0,63.0,1.7,247.0,4.0
2019-11-26 15:00:00,3.0,0.1,1.0,11.0,8.0,13.0,59.0,2.2,239.0,4.0
2019-11-26 16:00:00,3.0,0.1,1.0,13.0,7.0,16.0,52.0,3.5,240.0,4.0
2019-11-26 17:00:00,3.0,0.1,1.0,23.0,7.0,25.0,35.0,1.6,235.0,5.0
2019-11-26 18:00:00,3.0,0.1,1.0,26.0,6.0,28.0,32.0,1.2,232.0,5.0
2019-11-26 19:00:00,3.0,0.1,1.0,36.0,6.0,39.0,22.0,1.4,243.0,5.0
2019-11-26 20:00:00,3.0,0.1,1.0,32.0,7.0,34.0,24.0,0.7,211.0,6.0
2019-11-26 21:00:00,3.0,0.1,1.0,21.0,7.0,23.0,38.0,2.2,248.0,6.0
2019-11-26 22:00:00,3.0,0.1,1.0,15.0,4.0,17.0,41.0,0.9,258.0,4.0
2019-11-26 23:00:00,3.0,0.1,1.0,10.0,2.0,12.0,50.0,1.0,234.0,2.0
2019-11-27 00:00:00,3.0,0.1,1.0,5.0,4.0,7.0,54.0,1.2,229.0,3.0
2019-11-27 01:00:00,3.0,0.1,1.0,3.0,3.0,6.0,55.0,1.1,247.0,2.0
2019-11-27 02:00:00,3.0,0.1,1.0,3.0,2.0,5.0,55.0,1.6,242.0,2.0
2019-11-27 03:00:00,3.0,0.1,1.0,2.0,1.0,4.0,55.0,1.3,240.0,1.0
2019-11-27 04:00:00,3.0,0.1,1.0,2.0,2.0,4.0,57.0,2.1,249.0,2.0
2019-11-27 05:00:00,3.0,0.1,1.0,3.0,2.0,5.0,65.0,1.6,243.0,2.0
2019-11-27 06:00:00,3.0,0.1,1.0,4.0,2.0,6.0,69.0,2.1,251.0,2.0
2019-11-27 07:00:00,3.0,0.1,1.0,11.0,3.0,13.0,60.0,2.4,244.0,2.0
2019-11-27 08:00:00,3.0,0.1,1.0,17.0,5.0,19.0,51.0,3.5,239.0,3.0
2019-11-27 09:00:00,3.0,0.1,1.0,18.0,5.0,20.0,50.0,2.2,247.0,3.0
2019-11-27 10:00:00,3.0,0.1,1.0,13.0,4.0,15.0,58.0,2.4,246.0,2.0
2019-11-27 11:00:00,3.0,0.1,1.0,9.0,3.0,11.0,62.0,2.4,247.0,2.0
2019-11-27 12:00:00,4.0,0.1,1.0,8.0,5.0,10.0,64.0,1.9,245.0,2.0
2019-11-27 13:00:00,5.0,0.1,1.0,8.0,11.0,10.0,66.0,2.4,238.0,5.0
2019-11-27 14:00:00,4.0,0.1,1.0,9.0,10.0,11.0,69.0,1.7,268.0,5.0
2019-11-27 15:00:00,4.0,0.1,1.0,9.0,8.0,11.0,71.0,2.0,264.0,4.0
2019-11-27 16:00:00,4.0,0.1,1.0,11.0,9.0,14.0,67.0,1.8,287.0,5.0
2019-11-27 17:00:00,4.0,0.1,1.0,17.0,7.0,19.0,59.0,1.1,306.0,5.0
2019-11-27 18:00:00,4.0,0.1,1.0,26.0,7.0,29.0,43.0,0.5,276.0,5.0
2019-11-27 19:00:00,4.0,0.1,1.0,48.0,9.0,49.0,19.0,0.2,292.0,7.0
2019-11-27 20:00:00,4.0,0.1,2.0,53.0,10.0,57.0,9.0,0.2,170.0,8.0
2019-11-27 21:00:00,4.0,0.1,2.0,46.0,9.0,49.0,14.0,0.6,219.0,7.0
2019-11-27 22:00:00,4.0,0.1,2.0,32.0,7.0,35.0,30.0,0.6,170.0,6.0
2019-11-27 23:00:00,4.0,0.1,1.0,10.0,5.0,12.0,55.0,0.7,201.0,4.0
2019-11-28 00:00:00,3.0,0.1,1.0,5.0,5.0,7.0,63.0,0.8,258.0,4.0
2019-11-28 01:00:00,3.0,0.1,1.0,2.0,5.0,4.0,67.0,2.0,254.0,4.0
2019-11-28 02:00:00,3.0,0.1,1.0,1.0,4.0,3.0,69.0,1.9,247.0,4.0
2019-11-28 03:00:00,3.0,0.1,1.0,1.0,4.0,2.0,69.0,1.1,244.0,4.0
2019-11-28 04:00:00,3.0,0.1,1.0,1.0,4.0,2.0,68.0,1.5,252.0,4.0
2019-11-28 05:00:00,3.0,0.1,1.0,2.0,4.0,3.0,64.0,1.8,236.0,4.0
2019-11-28 06:00:00,3.0,0.1,1.0,8.0,4.0,10.0,53.0,2.2,242.0,4.0
2019-11-28 07:00:00,3.0,0.1,1.0,17.0,6.0,19.0,43.0,2.2,240.0,5.0
2019-11-28 08:00:00,3.0,0.1,1.0,26.0,7.0,28.0,31.0,1.1,222.0,5.0
2019-11-28 09:00:00,3.0,0.1,2.0,21.0,6.0,24.0,45.0,1.8,237.0,5.0
2019-11-28 10:00:00,3.0,0.1,1.0,12.0,6.0,14.0,57.0,1.3,267.0,4.0
2019-11-28 11:00:00,3.0,0.1,1.0,14.0,8.0,16.0,53.0,1.2,256.0,5.0
2019-11-28 12:00:00,4.0,0.1,1.0,11.0,6.0,13.0,60.0,1.7,254.0,4.0
2019-11-28 13:00:00,3.0,0.1,1.0,8.0,7.0,10.0,62.0,2.9,241.0,5.0
2019-11-28 14:00:00,3.0,0.1,1.0,8.0,5.0,11.0,62.0,3.1,238.0,4.0
2019-11-28 15:00:00,3.0,0.1,1.0,13.0,7.0,15.0,55.0,3.2,237.0,5.0
2019-11-28 16:00:00,3.0,0.1,1.0,16.0,8.0,18.0,53.0,2.2,243.0,5.0
2019-11-28 17:00:00,4.0,0.1,1.0,20.0,6.0,22.0,44.0,1.4,236.0,4.0
2019-11-28 18:00:00,3.0,0.1,1.0,26.0,5.0,28.0,40.0,2.0,239.0,4.0
2019-11-28 19:00:00,3.0,0.1,1.0,24.0,5.0,26.0,41.0,2.3,242.0,5.0
2019-11-28 20:00:00,3.0,0.1,1.0,26.0,4.0,28.0,41.0,1.7,249.0,4.0
2019-11-28 21:00:00,3.0,0.1,1.0,18.0,5.0,20.0,52.0,1.9,252.0,5.0
2019-11-28 22:00:00,3.0,0.1,1.0,8.0,4.0,10.0,64.0,2.8,260.0,4.0
2019-11-28 23:00:00,3.0,0.1,1.0,4.0,4.0,6.0,66.0,3.2,263.0,3.0
2019-11-29 00:00:00,3.0,0.1,1.0,3.0,3.0,5.0,64.0,2.4,253.0,3.0
2019-11-29 01:00:00,3.0,0.1,1.0,1.0,3.0,3.0,64.0,1.7,234.0,3.0
2019-11-29 02:00:00,3.0,0.1,1.0,1.0,3.0,3.0,66.0,1.2,234.0,2.0
2019-11-29 03:00:00,3.0,0.1,1.0,1.0,3.0,3.0,65.0,1.7,221.0,2.0
2019-11-29 04:00:00,3.0,0.1,1.0,2.0,3.0,4.0,64.0,1.2,247.0,2.0
2019-11-29 05:00:00,3.0,0.1,1.0,2.0,3.0,4.0,70.0,1.6,255.0,2.0
2019-11-29 06:00:00,3.0,0.1,1.0,5.0,3.0,7.0,63.0,1.2,260.0,3.0
2019-11-29 07:00:00,3.0,0.1,1.0,13.0,3.0,15.0,53.0,1.1,255.0,3.0
2019-11-29 08:00:00,3.0,0.1,1.3333333333333333,18.333333333333332,4.0,20.333333333333332,45.666666666666664,0.9666666666666667,244.0,3.3333333333333335
2019-11-29 09:00:00,3.0,0.1,1.6666666666666665,23.666666666666664,5.0,25.666666666666664,38.333333333333336,0.8333333333333333,233.0,3.6666666666666665
2019-11-29 10:00:00,3.0,0.1,2.0,29.0,6.0,31.0,31.0,0.7,222.0,4.0
2019-11-29 11:00:00,3.0,0.1,3.0,25.0,6.0,30.0,33.0,1.1,244.0,5.0
2019-11-29 12:00:00,4.0,0.1,6.0,25.0,7.0,33.0,35.0,1.2,240.0,5.0
2019-11-29 13:00:00,4.0,0.1,4.0,24.0,6.0,30.0,36.0,1.2,253.0,4.0
2019-11-29 14:00:00,5.0,0.1,3.0,19.0,4.0,24.0,41.0,1.1,239.0,3.0
2019-11-29 15:00:00,5.0,0.1,3.0,23.0,5.0,28.0,38.0,0.6,252.0,3.0
2019-11-29 16:00:00,5.0,0.1,3.0,28.0,5.0,33.0,34.0,0.4,267.0,3.0
2019-11-29 17:00:00,4.0,0.1,1.0,35.0,6.0,37.0,24.0,0.4,237.0,4.0
2019-11-29 18:00:00,5.0,0.1,4.0,47.0,5.0,52.0,10.0,0.5,230.0,4.0
2019-11-29 19:00:00,4.0,0.1,6.0,44.0,4.0,53.0,13.0,0.8,242.0,4.0
2019-11-29 20:00:00,4.0,0.1,4.0,40.0,6.0,45.0,11.0,0.3,244.0,5.0
2019-11-29 21:00:00,4.0,0.1,4.0,44.0,7.0,51.0,9.0,0.6,236.0,6.0
2019-11-29 22:00:00,5.0,0.1,2.0,40.0,7.0,44.0,7.0,0.6,208.0,7.0
2019-11-29 23:00:00,4.0,0.1,5.0,41.0,8.0,48.0,3.0,0.4,200.0,7.0
2019-11-30 00:00:00,4.0,0.1,2.0,39.0,8.0,43.0,7.0,0.7,233.0,8.0
2019-11-30 01:00:00,4.0,0.1,1.0,30.0,7.0,32.0,14.0,0.4,230.0,7.0
2019-11-30 02:00:00,4.0,0.1,1.0,32.0,8.0,34.0,6.0,0.1,171.0,7.0
2019-11-30 03:00:00,4.0,0.1,4.0,33.0,9.0,40.0,3.0,0.1,186.0,8.0
2019-11-30 04:00:00,4.0,0.1,3.0,32.0,10.0,36.0,4.0,0.1,180.0,9.0
2019-11-30 05:00:00,4.0,0.1,1.0,24.0,10.0,26.0,5.0,0.5,213.0,10.0
2019-11-30 06:00:00,4.0,0.1,3.0,29.0,9.0,33.0,6.0,0.4,245.0,9.0
2019-11-30 07:00:00,5.0,0.1,6.0,32.0,9.0,41.0,4.0,0.2,220.0,8.0
2019-11-30 08:00:00,6.0,0.1,27.0,37.0,13.0,79.0,4.0,1.1,220.0,12.0
2019-11-30 09:00:00,5.0,0.1,26.0,39.0,14.0,79.0,8.0,0.8,213.0,12.0
2019-11-30 10:00:00,4.0,0.1,10.0,25.0,11.0,40.0,23.0,0.8,234.0,9.0
2019-11-30 11:00:00,4.0,0.1,3.0,16.0,4.0,20.0,45.0,1.6,238.0,4.0
2019-11-30 12:00:00,4.0,0.1,2.0,15.0,4.0,17.0,54.0,2.1,237.0,3.0
2019-11-30 13:00:00,4.0,0.1,1.0,13.0,3.0,16.0,60.0,1.9,238.0,3.0
2019-11-30 14:00:00,4.0,0.1,1.0,17.0,5.0,20.0,56.0,1.9,241.0,3.0
2019-11-30 15:00:00,3.0,0.1,1.0,15.0,5.0,17.0,62.0,1.7,240.0,4.0
2019-11-30 16:00:00,3.0,0.1,1.0,14.0,3.0,16.0,63.0,2.4,235.0,3.0
2019-11-30 17:00:00,3.0,0.1,1.0,27.0,3.0,29.0,48.0,1.1,242.0,3.0
2019-11-30 18:00:00,4.0,0.1,1.0,40.0,4.0,42.0,36.0,1.0,247.0,4.0
2019-11-30 19:00:00,5.0,0.1,6.0,60.0,6.0,69.0,15.0,0.9,235.0,6.0
2019-11-30 20:00:00,5.0,0.1,5.0,56.0,8.0,63.0,14.0,0.3,257.0,7.0
2019-11-30 21:00:00,4.0,0.1,7.0,58.0,8.0,69.0,17.0,0.4,278.0,8.0
2019-11-30 22:00:00,4.0,0.1,1.0,25.0,9.0,27.0,37.0,1.0,225.0,8.0
2019-11-30 23:00:00,3.0,0.1,1.0,15.0,7.0,17.0,46.0,0.9,215.0,7.0
2019-12-01 00:00:00,3.0,0.1,1.0,9.0,7.0,11.0,54.0,1.6,239.0,6.0
2019-12-01 01:00:00,3.0,0.1,1.0,11.0,6.0,13.0,49.0,1.1,249.0,6.0
2019-12-01 02:00:00,3.0,0.1,1.0,14.0,6.0,16.0,45.0,1.1,232.0,6.0
2019-12-01 03:00:00,3.0,0.1,1.0,16.0,6.0,19.0,38.0,0.5,289.0,6.0
2019-12-01 04:00:00,3.0,0.1,1.0,10.0,6.0,12.0,50.0,0.7,238.0,6.0
2019-12-01 05:00:00,3.0,0.1,1.0,11.0,7.0,13.0,44.0,0.3,341.0,6.0
2019-12-01 06:00:00,3.0,0.1,1.0,17.0,11.0,19.0,35.0,0.3,23.0,11.0
2019-12-01 07:00:00,3.0,0.1,1.0,16.0,10.0,18.0,42.0,0.2,27.0,10.0
2019-12-01 08:00:00,3.0,0.1,1.0,12.0,9.0,15.0,48.0,0.2,277.0,8.0
2019-12-01 09:00:00,3.0,0.1,1.0,26.0,10.0,29.0,35.0,0.3,254.0,9.0
2019-12-01 10:00:00,3.0,0.1,1.0,10.0,3.0,12.0,61.0,0.9,256.0,3.0
2019-12-01 11:00:00,3.0,0.1,1.0,5.0,4.0,7.0,77.0,1.3,252.0,3.0
2019-12-01 12:00:00,3.0,0.1,1.0,5.0,4.0,7.0,78.0,1.5,276.0,3.0
2019-12-01 13:00:00,3.0,0.1,1.0,7.0,4.0,9.0,75.0,1.4,263.0,3.0
2019-12-01 14:00:00,3.0,0.1,1.0,9.0,4.0,11.0,75.0,1.1,259.0,4.0
2019-12-01 15:00:00,3.0,0.1,1.0,7.0,4.0,10.0,74.0,0.5,294.0,3.0
2019-12-01 16:00:00,3.0,0.1,1.0,10.0,4.0,12.0,69.0,0.6,286.0,3.0
2019-12-01 17:00:00,3.0,0.1,1.0,23.0,5.0,25.0,45.0,0.2,239.0,3.0
2019-12-01 18:00:00,3.0,0.1,2.0,17.0,6.0,20.0,61.0,2.1,59.0,5.0
2019-12-01 19:00:00,3.0,0.1,1.0,11.0,4.0,13.0,74.0,3.2,54.0,3.0
2019-12-01 20:00:00,3.0,0.1,1.0,9.0,4.0,11.0,80.0,2.7,56.0,3.0
2019-12-01 21:00:00,3.0,0.1,1.0,9.0,3.0,11.0,81.0,2.8,60.0,3.0
2019-12-01 22:00:00,3.0,0.1,1.0,10.0,4.0,11.0,69.0,1.7,51.0,4.0
2019-12-01 23:00:00,3.0,0.1,1.0,23.0,7.0,25.0,47.0,0.7,37.0,6.0
2019-12-02 00:00:00,4.0,0.1,1.0,19.0,6.0,21.0,50.0,0.7,41.0,5.0
2019-12-02 01:00:00,5.0,0.1,1.0,13.0,4.0,15.0,52.0,1.0,42.0,4.0
2019-12-02 02:00:00,5.0,0.1,1.0,13.0,5.0,15.0,54.0,2.1,44.0,4.0
2019-12-02 03:00:00,6.0,0.1,1.0,11.0,5.0,13.0,57.0,2.1,51.0,4.0
2019-12-02 04:00:00,6.0,0.1,1.0,6.0,5.0,8.0,66.0,3.9,50.0,4.0
2019-12-02 05:00:00,6.0,0.1,1.0,6.0,5.0,8.0,66.0,4.1,52.0,4.0
2019-12-02 06:00:00,5.0,0.1,1.0,11.0,6.0,13.0,60.0,4.1,49.0,5.0
2019-12-02 07:00:00,5.0,0.1,1.0,18.0,5.0,20.0,48.0,2.7,45.0,4.0
2019-12-02 08:00:00,5.0,0.1,1.0,28.0,5.0,30.0,37.0,1.6,45.0,4.0
2019-12-02 09:00:00,5.0,0.1,1.0,23.0,5.0,25.0,40.0,1.7,49.0,5.0
2019-12-02 10:00:00,6.0,0.1,1.0,19.0,6.0,21.0,39.0,3.0,51.0,5.0
2019-12-02 11:00:00,6.0,0.1,1.0,18.0,6.0,20.0,39.0,3.8,49.0,5.0
2019-12-02 12:00:00,5.0,0.1,1.0,19.0,7.0,21.0,38.0,3.7,48.0,6.0
2019-12-02 13:00:00,4.0,0.1,1.0,14.0,7.0,16.0,52.0,6.2,52.0,6.0
2019-12-02 14:00:00,4.0,0.1,1.0,7.0,6.0,9.0,62.0,7.1,57.0,5.0
2019-12-02 15:00:00,4.0,0.1,1.0,6.0,6.0,8.0,65.0,7.0,56.0,5.0
2019-12-02 16:00:00,4.0,0.1,1.0,7.0,6.0,9.0,67.0,7.1,55.0,5.0
2019-12-02 17:00:00,4.0,0.1,1.0,7.0,7.0,9.0,68.0,6.4,57.0,6.0
2019-12-02 18:00:00,3.0,0.1,1.0,9.0,7.0,11.0,66.0,6.1,58.0,6.0
2019-12-02 19:00:00,3.0,0.1,1.0,7.0,6.0,9.0,71.0,6.6,56.0,5.0
2019-12-02 20:00:00,3.0,0.1,1.0,5.0,6.0,7.0,73.0,5.6,65.0,5.0
2019-12-02 21:00:00,3.0,0.1,1.0,5.0,7.0,7.0,72.0,4.6,70.0,5.0
2019-12-02 22:00:00,4.0,0.1,1.0,5.0,7.0,7.0,72.0,3.3,69.0,6.0
2019-12-02 23:00:00,3.0,0.1,1.0,3.0,6.0,5.0,74.0,2.6,66.0,4.0
2019-12-03 00:00:00,3.0,0.1,1.0,2.0,5.0,3.0,75.0,3.0,63.0,4.0
2019-12-03 01:00:00,3.0,0.1,1.0,1.0,5.0,3.0,73.0,3.4,73.0,4.0
2019-12-03 02:00:00,3.0,0.1,1.0,1.0,5.0,3.0,71.0,2.0,55.0,4.0
2019-12-03 03:00:00,3.0,0.1,1.0,2.0,7.0,4.0,65.0,1.8,46.0,6.0
2019-12-03 04:00:00,3.0,0.1,1.0,9.0,9.0,11.0,40.0,1.7,43.0,8.0
2019-12-03 05:00:00,3.0,0.1,1.0,6.0,7.0,8.0,47.0,2.7,45.0,6.0
2019-12-03 06:00:00,4.0,0.1,1.0,8.0,8.0,10.0,45.0,2.4,45.0,7.0
2019-12-03 07:00:00,4.0,0.1,1.0,17.0,7.0,19.0,37.0,2.9,47.0,6.0
2019-12-03 08:00:00,5.0,0.1,2.0,33.0,10.0,37.0,20.0,1.1,43.0,8.0
2019-12-03 09:00:00,5.0,0.1,7.0,45.0,13.0,55.0,12.0,0.7,41.0,10.0
2019-12-03 10:00:00,5.0,0.1,3.0,35.0,12.0,39.0,20.0,0.9,47.0,10.0
2019-12-03 11:00:00,6.0,0.1,2.0,28.0,11.0,31.0,31.0,2.5,49.0,9.0
2019-12-03 12:00:00,3.0,0.1,1.0,15.0,8.0,17.0,44.0,5.3,53.0,7.0
2019-12-03 13:00:00,3.0,0.1,1.0,13.0,7.0,15.0,44.0,3.3,46.0,7.0
2019-12-03 14:00:00,3.0,0.1,1.0,19.0,9.0,21.0,39.0,2.9,48.0,8.0
2019-12-03 15:00:00,3.0,0.1,1.0,9.0,7.0,11.0,52.0,5.2,56.0,6.0
2019-12-03 16:00:00,3.0,0.1,1.0,10.0,7.0,13.0,50.0,4.5,53.0,7.0
2019-12-03 17:00:00,3.0,0.1,1.0,12.0,7.0,14.0,49.0,4.5,53.0,6.0
2019-12-03 18:00:00,3.0,0.1,1.0,17.0,7.0,19.0,39.0,2.7,47.0,7.0
2019-12-03 19:00:00,3.0,0.1,1.0,27.0,8.0,29.0,23.0,1.4,43.0,8.0
2019-12-03 20:00:00,3.0,0.1,1.0,28.0,9.0,30.0,23.0,0.6,19.0,8.0
2019-12-03 21:00:00,3.0,0.1,1.0,18.0,7.0,19.0,37.0,1.2,38.0,7.0
2019-12-03 22:00:00,3.0,0.1,1.0,10.0,7.0,12.0,46.0,2.0,45.0,7.0
2019-12-03 23:00:00,3.0,0.1,1.0,8.0,9.0,9.0,45.0,4.1,48.0,8.0
2019-12-04 00:00:00,3.0,0.1,1.0,7.0,8.0,9.0,45.0,5.3,50.0,8.0
2019-12-04 01:00:00,3.0,0.1,1.0,7.0,7.0,9.0,49.0,6.4,52.0,7.0
2019-12-04 02:00:00,3.0,0.1,1.0,5.0,7.0,7.0,52.0,6.0,53.0,7.0
2019-12-04 03:00:00,3.0,0.1,1.0,4.0,5.0,6.0,55.0,7.1,52.0,4.0
2019-12-04 04:00:00,3.0,0.1,1.0,3.0,3.0,5.0,56.0,6.5,51.0,3.0
2019-12-04 05:00:00,3.0,0.1,1.0,3.0,3.0,5.0,55.0,4.9,53.0,3.0
2019-12-04 06:00:00,3.0,0.1,1.0,6.0,3.0,8.0,51.0,4.2,53.0,3.0
2019-12-04 07:00:00,3.0,0.1,1.0,10.0,5.0,12.0,47.0,7.8,49.0,4.0
2019-12-04 08:00:00,3.0,0.1,1.0,15.0,5.0,17.0,49.0,6.3,48.0,5.0
2019-12-04 09:00:00,3.0,0.1,1.0,17.0,3.0,19.0,48.0,3.9,51.0,3.0
2019-12-04 10:00:00,3.0,0.1,1.0,14.0,4.0,17.0,43.0,2.7,51.0,3.0
2019-12-04 11:00:00,3.0,0.1,1.0,12.0,1.0,14.0,46.0,1.6,36.0,1.0
