FECHA;T2M;PRECTOTCORR;RH2M;QV2M;WS2M
26/03/2016;22,73;0;57,19;11,48;2,14
27/03/2016;22,19;1,09;62,96;12,34;1,01
28/03/2016;21,45;3,92;73,11;13,97;0,8
29/03/2016;20,1;13,92;74,98;13,08;0,85
30/03/2016;20,36;11,03;75,84;13,55;0,84
31/03/2016;20,35;22,3;79,71;14,23;0,69
1/04/2016;19,03;7,46;87,86;14,64;0,76
2/04/2016;18,87;14,7;88,4;14,54;1,11
3/04/2016;18,33;14,28;84,57;13,43;1,17
4/04/2016;18,39;4,99;82,35;13,16;0,39
5/04/2016;18,94;14,9;86,97;14,38;0,61
6/04/2016;18,71;4,61;87,28;14,26;0,68
7/04/2016;20,38;1,66;74,77;13,26;0,74
8/04/2016;21,33;1,12;73,07;13,81;0,76
9/04/2016;21,12;1,32;77,13;14,43;1,05
10/04/2016;19,05;6,58;82,36;13,64;0,85
11/04/2016;20,04;12,44;81,37;14,33;1,17
12/04/2016;18,34;19,91;89,72;14,35;0,39
13/04/2016;18,6;1,75;86,28;13,96;1,14
14/04/2016;19,37;1,74;82,48;13,91;0,88
15/04/2016;19,3;3,04;81,81;13,89;0,77
16/04/2016;19,57;13,41;80,85;13,81;1,02
17/04/2016;19,65;27,39;81,97;14,14;0,7
18/04/2016;20,23;5,07;75,61;13,35;1,09
19/04/2016;20,36;3,86;74,68;13,31;0,96
20/04/2016;20,36;3,49;77,17;13,8;0,69
21/04/2016;20,47;11,3;77,3;13,9;1,29
22/04/2016;19,17;18,79;78,93;13,16;1,51
23/04/2016;20,11;0,36;74,82;13,15;0,81
24/04/2016;19,72;13,2;83,03;14,38;0,67
25/04/2016;20,27;12,19;81,09;14,35;0,91
26/04/2016;18,65;13,28;90,38;14,82;0,72
27/04/2016;20,12;15,97;80,33;14,17;0,76
28/04/2016;18,9;16,66;83,11;13,66;0,94
29/04/2016;19,3;2,94;79,63;13,36;0,94
30/04/2016;19,4;5,46;82,86;14,07;0,9
1/05/2016;18,72;5,3;82,43;13,38;1
2/05/2016;18,61;4,5;81,8;13,18;0,86
3/05/2016;19,1;0,99;82,95;13,77;0,63
4/05/2016;18,81;0,2;83,22;13,57;0,72
5/05/2016;20;3,11;77;13,41;0,91
6/05/2016;18,59;10,91;86,55;14,03;0,84
7/05/2016;19,15;1,62;84,16;13,99;0,83
8/05/2016;18,5;10,87;84,94;13,61;0,59
9/05/2016;18,28;17,1;85,74;13,61;0,82
10/05/2016;17,29;7,07;86,85;12,94;0,62
11/05/2016;18,81;0,53;79,87;12,97;0,67
12/05/2016;19,42;9,39;79,63;13,43;0,95
13/05/2016;19,72;5,87;78,53;13,53;1,32
14/05/2016;19,58;3,26;78,21;13,32;1,37
15/05/2016;19,21;0,11;76,99;12,89;1,06
16/05/2016;19,84;5,96;77,85;13,52;1,51
17/05/2016;19,93;2,06;77,39;13,41;1,44
18/05/2016;19,9;4,04;75,83;13,2;1,04
19/05/2016;20,11;0,16;72,13;12,58;2,01
20/05/2016;20,14;0,32;73,13;12,86;1,48
21/05/2016;20,44;0,09;71,24;12,67;1,88
22/05/2016;20,41;0,8;71,25;12,71;1,96
23/05/2016;20,54;0,32;73,48;13,17;1,45
24/05/2016;20,18;1,37;74,53;13,08;1,39
25/05/2016;19,9;1,74;74,36;12,86;1,16
26/05/2016;18,39;11,02;84,58;13,48;0,64
27/05/2016;19,03;14,5;80,71;13,43;0,8
28/05/2016;19,57;8,66;76,98;13,11;1,13
29/05/2016;18,8;16,19;81,56;13,28;0,79
30/05/2016;19,11;9,55;80,89;13,41;0,56
31/05/2016;18,67;7,12;84,32;13,68;0,52
1/06/2016;19,3;1,39;76,03;12,67;1,1
2/06/2016;18,88;1,91;75,74;12,36;1,18
3/06/2016;19,28;4,9;73,33;12,22;0,85
4/06/2016;19,78;0,5;71,86;12,22;0,53
5/06/2016;20,04;0,12;70,44;12,23;0,84
6/06/2016;19,22;3,45;77,55;12,93;1,07
7/06/2016;18,56;1,83;78,32;12,49;0,77
8/06/2016;18,89;1,14;73,74;11,92;1,27
9/06/2016;18,91;7,4;73,93;12;1,29
10/06/2016;18,07;6,56;75,45;11,58;1,61
11/06/2016;18,22;1,82;75,66;11,74;1,42
12/06/2016;17,87;1,81;73,54;11,18;1,25
13/06/2016;17,82;6,68;76,62;11,67;1,33
14/06/2016;17,88;2,54;78,79;12,05;1,34
15/06/2016;18,28;0,3;72,69;11,25;1,88
16/06/2016;18,62;0,03;70,71;11,24;1,79
17/06/2016;18,6;1,22;71,45;11,33;1,71
18/06/2016;18,23;1,49;72,35;11,29;1,12
19/06/2016;16,75;25,45;83,23;11,98;1,03
20/06/2016;17,38;3,92;77,87;11,58;1,23
21/06/2016;17,61;2,56;76,56;11,55;1,38
22/06/2016;18,28;0,41;73,95;11,53;1,49
23/06/2016;18,35;3,83;74,03;11,61;1,57
24/06/2016;18,07;6,57;76,22;11,82;1,08
25/06/2016;18,14;8,01;76,13;11,88;1,33
26/06/2016;18,01;5,44;76,28;11,74;1,75
27/06/2016;18,27;0,11;72,55;11,25;2,34
28/06/2016;18,94;3,85;73,03;11,93;2,06
29/06/2016;18,76;0,67;76,54;12,43;1,13
30/06/2016;19,2;3,88;74,64;12,36;1,72
1/07/2016;18,86;2,21;73,58;11,93;1,85
2/07/2016;18,94;5,22;73,15;11,88;1,14
3/07/2016;19,09;4,67;76,19;12,44;1,22
4/07/2016;18,67;1,46;73,58;11,75;1,14
5/07/2016;18,79;17,19;75,04;12,19;1,09
6/07/2016;18,66;10,05;77,34;12,46;0,98
7/07/2016;18,48;5,15;75,25;11,9;2,18
8/07/2016;19,18;0,39;70,53;11,56;2,32
9/07/2016;18,71;0,01;69,47;11,01;2,59
10/07/2016;18,79;0;67,63;10,78;2,03
11/07/2016;18,06;10,38;72,92;11,35;1,15
12/07/2016;18,82;3,54;73,57;11,87;1,74
13/07/2016;18,09;1,34;71,9;10,97;1,79
14/07/2016;18,2;1,91;72,4;11,22;1,33
15/07/2016;18,69;2,5;74,29;11,87;0,56
16/07/2016;18,44;3,61;78,76;12,45;0,69
17/07/2016;18,8;5,68;76,31;12,31;1,33
18/07/2016;18,77;6,08;73,14;11,71;1,21
19/07/2016;18,28;2,06;72,35;11,22;1,32
20/07/2016;18,11;2,36;74,52;11,49;1,49
21/07/2016;17,96;0,61;71,06;10,72;1,89
22/07/2016;18,56;1,14;69,98;11,05;1,69
23/07/2016;18,53;4,55;72,13;11,48;0,93
24/07/2016;18,85;5,56;75,8;12,34;0,7
25/07/2016;18,93;6,74;74,88;12,26;1,02
26/07/2016;19,25;8,39;74,13;12,34;1,1
27/07/2016;17,85;3,74;73,57;11,18;2,46
28/07/2016;18,59;0,31;71,88;11,39;1,91
29/07/2016;17,61;0,8;73,33;11,03;1,49
30/07/2016;18,23;0,07;71,22;11,15;1,08
31/07/2016;19,13;0,01;70,87;11,68;1,32
1/08/2016;19,05;0,2;70,91;11,67;1,28
2/08/2016;19,45;0,71;70,35;11,84;1,37
3/08/2016;19,2;4,83;71,17;11,76;1,62
4/08/2016;18,88;1,07;69,89;11,21;1,82
5/08/2016;19,47;0,48;67,5;11,27;1,29
6/08/2016;19,87;0,06;64,51;10,93;2,04
7/08/2016;19,44;10,06;68,07;11,38;1,89
8/08/2016;20,47;9,04;69,94;12,36;1,46
9/08/2016;19,56;9,09;72,83;12,26;1,81
10/08/2016;18,16;2,63;69,26;10,56;2,47
11/08/2016;18,88;0,93;66,45;10,57;1,85
12/08/2016;19,05;7,99;70,49;11,43;1,36
13/08/2016;19,22;6,65;69,31;11,33;1,57
14/08/2016;18,97;9,33;72,49;11,72;1,69
15/08/2016;19;5,41;68,9;11,07;1,56
16/08/2016;18,2;4,46;72,4;11,34;1,43
17/08/2016;19,05;17,61;73,98;12,11;1,99
18/08/2016;18,62;9,87;73,59;11,68;1,66
19/08/2016;18,68;0,58;70,78;11,26;1,58
20/08/2016;18,61;3,18;67,7;10,58;2,3
21/08/2016;18,29;0,56;62,93;9,73;3,29
22/08/2016;18,47;3,99;67,17;10,64;2,56
23/08/2016;19,37;0,82;68,93;11,5;1,02
24/08/2016;19,6;1,15;70,24;11,9;0,89
25/08/2016;19,49;1,7;68,5;11,42;1,49
26/08/2016;18,39;1,89;72,69;11,45;1,38
27/08/2016;18,74;7,27;71,66;11,41;1,05
28/08/2016;19,25;5,84;70,12;11,44;0,75
29/08/2016;20,31;2,62;68,53;11,92;1,12
30/08/2016;19,32;0,94;67,98;11,14;1,52
31/08/2016;18,54;21,1;68,73;10,85;1,01
1/09/2016;18,19;15,22;72,06;11;1,52
2/09/2016;18,29;2,34;71,79;11,08;0,87
3/09/2016;19,37;0,16;72,83;12,16;0,67
4/09/2016;19,29;1,75;71,47;11,91;0,99
5/09/2016;19,25;2,46;74,22;12,3;1,37
6/09/2016;19,33;6,8;72,19;11,97;1,45
7/09/2016;18,98;2,63;71,97;11,64;1,12
8/09/2016;19,67;1,12;72,28;12,19;0,77
9/09/2016;19,82;1,04;70,08;12;1,25
10/09/2016;19,27;2,22;71,16;11,7;1,68
11/09/2016;18,9;17,07;75,49;12,22;1,25
12/09/2016;18,96;1,3;76,01;12,34;0,87
13/09/2016;19,26;3,65;79;13,09;1,09
14/09/2016;18,26;27,69;82,14;12,93;0,98
15/09/2016;18,48;9,43;71,76;11,2;1,77
16/09/2016;18,97;0,02;65,8;10,47;1,09
17/09/2016;19;0,1;73,41;12,01;1,09
18/09/2016;19,12;1,73;71,98;11,82;1,21
19/09/2016;19,07;1,6;72,03;11,78;1,66
20/09/2016;18,67;6,2;68,02;10,7;1,74
21/09/2016;18,41;2,54;70,42;10,95;1,58
22/09/2016;19,06;0,83;70,54;11,51;0,84
23/09/2016;19,4;1,13;70,98;11,83;1,38
24/09/2016;18,45;7,51;72,13;11,32;1,49
25/09/2016;18,68;0,34;70,05;11,17;1
26/09/2016;19,37;1,25;67,7;11,08;1,4
27/09/2016;19,58;1,55;65,03;10,69;1,41
28/09/2016;19,42;4,04;70,83;11,81;0,55
29/09/2016;20,25;1,56;73,25;12,85;0,75
30/09/2016;18,76;8,03;85,65;14,05;1,13
1/10/2016;18,2;15,22;86,44;13,65;1,16
2/10/2016;18,55;9,72;81,68;13,07;0,65
3/10/2016;19,23;6,77;77,92;12,93;0,79
4/10/2016;19,7;3,72;78,96;13,54;0,95
5/10/2016;19,15;5,22;77,96;12,92;0,8
6/10/2016;20,03;2,62;71,46;12,29;0,93
7/10/2016;18,71;4,77;78,6;12,74;0,84
8/10/2016;18,75;4,47;80,86;13,12;0,67
9/10/2016;19,24;13,01;75,81;12,55;0,62
10/10/2016;18,9;13,82;81,32;13,27;0,6
11/10/2016;19,04;2,06;82,43;13,59;0,74
12/10/2016;18,53;5,47;86,4;13,95;0,62
13/10/2016;19,69;3,13;77,67;13,21;0,81
14/10/2016;19,4;6,89;77,3;12,94;0,98
15/10/2016;19,31;4,69;75,91;12,67;1,29
16/10/2016;19,71;0,67;72,35;12,29;0,86
17/10/2016;18,83;6,84;79,93;13,05;0,66
18/10/2016;19,01;3,45;72,83;11,66;0,85
19/10/2016;19,28;7,78;73,16;12,13;0,95
20/10/2016;19,37;0,87;70,15;11,58;1,29
21/10/2016;19,4;2,28;70,44;11,87;0,74
22/10/2016;19,35;4,11;80,54;13,58;0,7
23/10/2016;18,88;6,06;86,23;14,14;0,63
24/10/2016;18,88;9,68;84,97;13,89;0,91
25/10/2016;18,15;13,24;87,96;13,86;0,78
26/10/2016;18,18;0,99;87,35;13,77;0,73
27/10/2016;18,89;3,74;81,21;13,21;1,16
28/10/2016;17,93;14,6;89,27;13,89;0,94
29/10/2016;17,97;24,84;85,96;13,4;0,48
30/10/2016;18,77;3,27;80,25;13,04;0,7
31/10/2016;18,58;1,4;85,97;13,88;0,55
1/11/2016;18,36;5,09;86,48;13,73;1,07
2/11/2016;18,5;2,63;84,86;13,55;1,53
3/11/2016;18,26;9,77;82,02;12,86;0,88
4/11/2016;17,95;13,79;87,97;13,76;0,88
5/11/2016;18,75;0,88;79,29;12,8;1,31
6/11/2016;18,43;1,66;80,13;12,75;0,88
7/11/2016;18,83;3,01;81,82;13,34;0,66
8/11/2016;19,07;2,57;85,8;14,25;0,9
9/11/2016;19,34;0,5;80,1;13,4;0,73
10/11/2016;19,23;15,47;83,22;13,97;0,72
11/11/2016;19,01;24,06;84,39;13,94;0,56
12/11/2016;19,06;2,45;79,76;13,13;0,89
13/11/2016;18,4;5,83;89,11;14,24;1,36
14/11/2016;18,06;9,28;84,45;13,19;1,08
15/11/2016;16,94;3,96;86,6;12,61;1,84
16/11/2016;17,78;1,16;83,97;12,84;1,27
17/11/2016;17,79;4,3;87,52;13,47;1,2
18/11/2016;17,71;0,91;87,2;13,37;0,58
19/11/2016;17,44;3,03;88,22;13,28;0,88
20/11/2016;17,3;2,59;88,21;13,12;1,58
21/11/2016;18,04;2,53;82,41;12,68;1,44
22/11/2016;18,46;2,64;81,92;13,09;0,94
23/11/2016;19,11;6,16;83,36;13,84;0,69
24/11/2016;18,49;19,43;84,81;13,64;1,15
25/11/2016;18,67;32,92;85,51;13,86;0,78
26/11/2016;18,18;7,15;87,42;13,8;0,96
27/11/2016;17,87;13,16;89,52;13,91;0,63
28/11/2016;18,4;5,94;88,25;14,12;0,9
29/11/2016;17,84;15,61;89,01;13,8;0,78
30/11/2016;18,62;1,74;80,96;13,11;1,16
1/12/2016;18,54;1,88;81,05;13,07;0,89
2/12/2016;17,99;20,79;87,34;13,63;0,46
3/12/2016;18,12;34,69;85,92;13,47;0,62
4/12/2016;17,87;2,44;84,2;13;0,55
5/12/2016;18,33;2,97;84,29;13,35;0,69
6/12/2016;18,6;2,6;83;13,43;0,51
7/12/2016;18,56;2,42;82,8;13,3;0,84
8/12/2016;17,88;6,8;86,74;13,47;0,83
9/12/2016;18,39;18,97;86,36;13,79;1
10/12/2016;18,03;5,37;83,89;13,1;0,84
11/12/2016;18,22;0,03;78,51;12,33;1,06
12/12/2016;18,88;0;79,11;12,95;0,86
13/12/2016;18,75;1,26;80,95;13,16;0,56
14/12/2016;19,1;0,52;80,27;13,22;0,94
15/12/2016;19,35;1,23;78,53;13,19;0,6
16/12/2016;18,36;2,12;85;13,56;0,5
17/12/2016;18,34;2,35;82,88;13,18;0,59
18/12/2016;19,32;0,36;78,88;13,1;0,63
19/12/2016;18,74;1,13;82,96;13,42;0,98
20/12/2016;16,91;1,24;83,39;12,12;0,9
21/12/2016;17,23;2,97;83,86;12,42;1,01
22/12/2016;17,81;0,93;84,82;12,96;1,31
23/12/2016;17,58;1,47;86,68;13,14;1,06
24/12/2016;18,7;1,2;80,18;12,91;0,83
25/12/2016;18,54;3,01;82,7;13,3;0,92
26/12/2016;18,81;2,26;84,27;13,76;0,68
27/12/2016;18,57;1,98;85,34;13,71;0,92
28/12/2016;19,24;0,82;76,39;12,62;0,77
29/12/2016;19,12;0,62;74,54;12,22;1,01
30/12/2016;17,86;6,39;84,51;13,12;0,74
31/12/2016;18,44;5,49;81,9;13,03;0,61
1/01/2017;19,01;0,77;77,4;12,68;1,19
2/01/2017;19,05;0,13;74,14;12,11;1,09
3/01/2017;18,67;1,03;71,99;11,44;1,01
4/01/2017;18,94;0,99;80;13,2;0,68
5/01/2017;17,62;2,39;87,66;13,43;1,01
6/01/2017;18,63;0,3;75,56;12,08;0,81
7/01/2017;19,22;4,22;78,48;13,1;0,63
8/01/2017;18,41;2,36;82,1;13,02;0,61
9/01/2017;17,82;0,76;86,19;13,21;1,18
10/01/2017;18,07;0,3;84,33;13,12;0,73
11/01/2017;18,03;1,62;83,07;12,92;0,77
12/01/2017;18,51;1,34;77,66;12,27;0,75
13/01/2017;18,34;1,54;80,42;12,76;0,71
14/01/2017;17,37;7,02;87,92;13,22;0,98
15/01/2017;17,63;2,4;84,38;12,81;1,07
16/01/2017;17,66;1,42;83,07;12,58;1,15
17/01/2017;17,57;4,45;84,27;12,74;0,93
18/01/2017;17,68;6,91;86,75;13,22;1,04
19/01/2017;17,88;1,02;83,87;12,89;1,09
20/01/2017;17,87;3,32;86,63;13,31;1,48
21/01/2017;16,88;0,97;83,96;11,98;1,6
22/01/2017;16,38;0,05;73,31;9,98;1,59
23/01/2017;17,14;1;78,09;11,25;1,21
24/01/2017;16,88;1,56;82,27;11,74;1,24
25/01/2017;18,62;0,45;78,68;12,48;1,35
26/01/2017;18,41;1,56;81;12,92;0,71
27/01/2017;19,38;0,68;75,43;12,59;0,89
28/01/2017;19,41;0,36;74,09;12,45;1,09
29/01/2017;19,92;0,18;71;12,24;1,21
30/01/2017;19,04;0,9;76,86;12,65;0,79
31/01/2017;18,92;2,6;79,02;12,88;0,7
1/02/2017;19,86;0,74;77,15;13,33;0,8
2/02/2017;19,64;0,1;71,9;12,09;0,84
3/02/2017;19,92;0,08;69,87;12,04;1
4/02/2017;20,35;0,39;70,64;12,48;1,31
5/02/2017;20,32;0,04;68,06;11,95;2,03
6/02/2017;19,44;0;62,96;10,3;2,01
7/02/2017;19,25;0;63,87;10,26;1,97
8/02/2017;19,42;0,08;63,25;10,2;1,54
9/02/2017;19,52;0,76;66,22;10,93;1,16
10/02/2017;19,37;1,25;76,4;12,83;0,81
11/02/2017;19,56;0,15;72,71;12,33;1,06
12/02/2017;18,08;0,45;81,25;12,71;0,92
13/02/2017;19,39;0,09;75,85;12,58;1,8
14/02/2017;19,23;0;71,59;11,71;1,49
15/02/2017;18,97;0,4;70,57;11,32;1,06
16/02/2017;19,39;1,34;72,17;11,91;1,73
17/02/2017;18,37;2,58;77,92;12,22;1,7
18/02/2017;19,13;0,05;72,13;11,71;1,04
19/02/2017;19,64;0,06;70,25;11,89;1,08
20/02/2017;18,84;0,09;74;12,01;1,29
21/02/2017;18,99;3,48;78,55;12,81;1,79
22/02/2017;18,61;7,44;80,41;12,89;1,28
23/02/2017;18,17;5,52;80,9;12,63;1,21
24/02/2017;17,38;6,42;86,73;12,97;1,38
25/02/2017;17,53;2,02;83,1;12,48;1,07
26/02/2017;17,85;1,07;82,31;12,59;1,22
27/02/2017;18,24;2,35;78,77;12,34;0,54
28/02/2017;18,92;1,05;77,2;12,46;1,2
1/03/2017;18,97;2,66;77,84;12,66;1,15
2/03/2017;18,7;1,2;79,53;12,78;0,82
3/03/2017;19,79;1,67;69,09;11,69;1,24
4/03/2017;20,21;0,77;70,69;12,34;0,86
5/03/2017;18,78;6,89;83,09;13,62;0,53
6/03/2017;19,15;8,11;80,72;13,38;1,07
7/03/2017;18,73;10,36;85,41;13,85;0,71
8/03/2017;18,5;6,17;81,15;12,96;0,76
9/03/2017;19,28;6,69;77,33;12,88;1,03
10/03/2017;19,35;9,27;78,81;13,19;0,82
11/03/2017;18,95;17,45;83,26;13,68;0,58
12/03/2017;18,48;14,22;83,92;13,39;0,59
13/03/2017;17,88;1,84;85,83;13,23;0,7
14/03/2017;18,56;4,7;84,84;13,6;0,76
15/03/2017;18,19;7,4;85,14;13,36;0,79
16/03/2017;18,35;3,68;84,98;13,44;1,04
17/03/2017;18,81;0,67;82,7;13,4;1,25
18/03/2017;18,17;2,96;85,53;13,44;0,77
19/03/2017;17,58;3,86;86,26;13,13;0,76
20/03/2017;18,38;0,74;83,46;13,3;0,89
21/03/2017;17,44;10,54;91,04;13,75;0,58
22/03/2017;18,81;12,47;83,19;13,56;0,75
23/03/2017;18,83;12,35;83,4;13,6;0,86
24/03/2017;18,01;32,07;88,24;13,75;0,97
25/03/2017;17,86;4,78;88,71;13,7;0,76
26/03/2017;17,27;10,27;90,92;13,57;0,8
27/03/2017;18,18;4,98;85,86;13,46;0,95
28/03/2017;19,12;6,19;81,75;13,57;0,8
29/03/2017;18,38;16,05;86,85;13,84;0,69
30/03/2017;18,33;48,63;87,59;13,94;0,71
31/03/2017;18,93;7,09;81,29;13,3;0,73
1/04/2017;19,23;2,53;77,73;12,97;1,26
2/04/2017;19,77;1,05;76,18;13,1;0,91
3/04/2017;20,12;0;72,72;12,6;1,03
4/04/2017;19,63;0,12;73,41;12,34;1,23
5/04/2017;19,37;0;74,06;12,34;0,89
6/04/2017;19,33;0;75,62;12,61;1,07
7/04/2017;19,63;0,53;80,45;13,75;0,87
8/04/2017;19,32;10,98;84,3;14,16;0,81
9/04/2017;18,51;16,67;80,76;12,76;0,94
10/04/2017;18,4;5,36;84,92;13,53;0,85
11/04/2017;18,16;14,21;86,87;13,74;0,78
12/04/2017;17,82;4,65;87,79;13,56;1,04
13/04/2017;18,6;8,19;83,08;13,4;1,1
14/04/2017;18,01;9,63;86,23;13,5;0,8
15/04/2017;19,11;3,94;79,95;13,26;1,36
16/04/2017;19,15;1,74;77,5;12,91;1,4
17/04/2017;18,59;3,22;83,26;13,44;0,6
18/04/2017;18,95;19,56;80,61;13,22;0,91
19/04/2017;19,02;30,09;83,27;13,78;0,78
20/04/2017;18,32;9,74;89,07;14,16;0,71
21/04/2017;17,14;22,65;86,05;12,71;0,52
22/04/2017;19,19;0;77,53;13,02;0,93
23/04/2017;19,59;1,47;78,67;13,43;1,28
24/04/2017;18,96;1,68;82,54;13,7;0,72
25/04/2017;19,56;1,19;82,12;14,12;0,79
26/04/2017;18,82;7,72;78,21;12,61;1,37
27/04/2017;19,06;0,62;77,49;12,78;0,88
28/04/2017;19,26;0,59;80,72;13,52;1,3
29/04/2017;19,02;1,76;80,58;13,34;1,09
30/04/2017;18,66;0,91;83,66;13,51;0,74
1/05/2017;18,74;7,37;83,72;13,56;0,74
2/05/2017;18,74;7,94;82,22;13,35;0,9
3/05/2017;18,24;15,81;85,42;13,47;0,94
4/05/2017;19,4;14,12;81,87;13,88;0,99
5/05/2017;19,11;6,83;85,71;14,3;0,74
6/05/2017;17,97;18,18;85,85;13,36;0,61
7/05/2017;18,35;12,04;86,26;13,83;0,8
8/05/2017;18,05;8,35;89,67;14,07;0,59
9/05/2017;18,4;22,77;87,85;14,03;0,6
10/05/2017;18,57;19,47;86,61;13,97;0,59
11/05/2017;17,98;4,06;88,12;13,71;0,67
12/05/2017;18,14;1,95;90,99;14,35;0,89
13/05/2017;18,35;52,32;89,83;14,33;0,67
14/05/2017;17,88;29,99;90,46;14,01;0,72
15/05/2017;17,51;21,32;87,47;13,25;0,52
16/05/2017;18,67;11,98;82,05;13,36;1,03
17/05/2017;18,72;5,78;82,31;13,39;0,63
18/05/2017;19,23;8,75;77,84;13,02;0,85
19/05/2017;19,62;0,8;77,87;13,39;0,87
20/05/2017;19,48;3,95;82,3;14,11;1,18
21/05/2017;19,08;6,26;82,41;13,76;0,79
22/05/2017;18,13;8,27;81,93;12,88;0,76
23/05/2017;18,93;0,2;76,24;12,51;1,15
24/05/2017;18,12;7,18;79,44;12,41;2,15
25/05/2017;18,88;0,36;76,8;12,54;1,91
26/05/2017;18,83;5,97;80,67;13,21;1,14
27/05/2017;18,75;8,81;78,7;12,75;0,79
28/05/2017;18,52;1,22;79,33;12,67;1,02
29/05/2017;18,47;0,51;75,1;11,99;1,05
30/05/2017;18,24;2,09;80,34;12,63;0,97
31/05/2017;18,16;1,69;82,62;13;0,81
1/06/2017;18,33;6,27;83,03;13,15;0,86
2/06/2017;18,38;1,66;79,15;12,55;1,6
3/06/2017;18,76;1,03;79,02;12,9;1,63
4/06/2017;18,95;9,72;79,01;13,03;1,82
5/06/2017;19,11;1;77,88;12,92;1,56
6/06/2017;19,26;12,49;81,43;13,72;0,72
7/06/2017;18,22;10,3;87,81;13,94;0,73
8/06/2017;17,94;4,18;87,7;13,6;1,07
9/06/2017;19,13;10,2;80,02;13,22;0,73
10/06/2017;19;7,51;80,51;13,33;1
11/06/2017;18,51;20,38;85,01;13,7;0,69
12/06/2017;18,01;19,24;86,78;13,56;0,87
13/06/2017;18,32;7,41;84,82;13,49;0,86
14/06/2017;17,91;5,63;83,06;12,86;0,85
15/06/2017;18,16;4,72;79;12,42;1,28
16/06/2017;18,8;1,3;78,49;12,81;1,03
17/06/2017;18,53;1,21;85,08;13,69;0,66
18/06/2017;18,22;5,22;87,87;13,88;0,67
19/06/2017;17,8;5,29;87,33;13,45;0,34
20/06/2017;17,79;1,68;84,32;12,99;0,81
21/06/2017;17,72;1,63;81,47;12,42;1,51
22/06/2017;17,47;12,53;81,48;12,29;0,86
23/06/2017;18,52;5,55;80,75;13,01;0,62
24/06/2017;17,88;0,81;85,8;13,29;0,87
25/06/2017;18,25;2,03;80,97;12,77;1,4
26/06/2017;17,86;6,22;82,84;12,81;0,67
27/06/2017;18,49;17,45;85,61;13,75;0,43
28/06/2017;18,77;1,71;79,93;12,97;0,66
29/06/2017;18,11;6,48;79,1;12,36;1,23
30/06/2017;17,47;10,16;82,03;12,3;1,61
1/07/2017;17,26;8,56;82,07;12,16;1,79
2/07/2017;17,06;1,61;80,8;11,81;1,78
3/07/2017;17,51;2,37;79,28;11,93;1,55
4/07/2017;18,06;0,34;77,01;11,97;1,37
5/07/2017;17,79;0;77,38;11,85;1,53
6/07/2017;17,47;12,42;78,79;11,8;2,2
7/07/2017;17,98;1,45;77,53;11,94;1,77
8/07/2017;18,09;5,86;81,17;12,69;1,37
9/07/2017;18,31;0,84;78,95;12,45;1,5
10/07/2017;17,93;5,14;82,99;12,91;1,21
11/07/2017;18,01;6,63;79,76;12,4;1,46
12/07/2017;17,96;0,97;81,72;12,64;1,14
13/07/2017;17,95;0,07;78,35;12,05;1,3
14/07/2017;18,41;1,55;77,87;12,37;0,71
15/07/2017;18,22;1,48;84,43;13,3;0,74
16/07/2017;17,98;4,67;88;13,66;0,95
17/07/2017;18,43;11,85;83,38;13,34;0,85
18/07/2017;18,91;7,52;80,98;13,25;1,53
19/07/2017;17,19;4,95;81,8;12,02;1,62
20/07/2017;17,47;0,74;80,32;12,07;1,22
21/07/2017;18,05;0,18;78,9;12,21;1,33
22/07/2017;18,05;2,39;78,27;12,2;1,58
23/07/2017;18,24;0,28;76,55;12,03;1,35
24/07/2017;18,77;0,17;75,98;12,33;1,51
25/07/2017;18,63;3,41;76,3;12,32;1,94
26/07/2017;17,94;2,61;77,08;11,92;1,7
27/07/2017;18,27;1,17;76,72;12,16;1,46
28/07/2017;18,19;0,86;78,53;12,34;1,49
29/07/2017;17,84;0,41;80,7;12,38;1,4
30/07/2017;17,62;0,22;77,82;11,71;1,75
31/07/2017;17,84;0,2;75,91;11,55;1,33
1/08/2017;17,75;0;76,71;11,68;0,62
2/08/2017;19,21;4,35;77,02;12,81;0,43
3/08/2017;19,24;5,86;76,59;12,75;1,4
4/08/2017;18,29;28,95;79,9;12,63;1,83
5/08/2017;18,07;0,38;77,63;12,03;1,6
6/08/2017;18,29;0,55;76,29;11,94;1,59
7/08/2017;18,73;3,77;77,38;12,55;1,24
8/08/2017;18,9;8,92;76,58;12,48;1,04
9/08/2017;17,12;2,15;83,79;12,31;1,05
10/08/2017;18,55;6,09;78,73;12,58;0,59
11/08/2017;19,34;9,71;79,21;13,3;0,56
12/08/2017;19,05;2,87;77,52;12,76;0,71
13/08/2017;18,87;0,06;76,03;12,26;1,36
14/08/2017;18,58;0;72,81;11,49;1,08
15/08/2017;19,2;6,43;76,46;12,78;0,68
16/08/2017;18,62;2,99;81,43;13,11;0,78
17/08/2017;19,5;11,88;78,2;13,28;0,69
18/08/2017;19,12;7,71;79,31;13,17;0,86
19/08/2017;18,67;26,71;86,77;14,08;0,63
20/08/2017;18,46;3,99;82,12;13,08;1,16
21/08/2017;18,23;0,5;76,03;11,76;1,82
22/08/2017;17,88;0,21;73,89;11,18;1,92
23/08/2017;18,29;2,78;75,34;11,9;0,98
24/08/2017;18,34;2,82;78,41;12,42;0,79
25/08/2017;18,36;0,22;76,73;12,09;1,13
26/08/2017;18,79;0,93;74,89;12,08;0,81
27/08/2017;19,11;12,2;75,91;12,52;0,74
